-0.27906,0.38213,-0.70189,0.77278,0.00080155,-0.98043
0.65781,-0.93101,-0.94344,0.34911,-0.13447,-2.2451
-0.57078,-0.022285,0.51334,0.67032,0.80856,0.96581
0.58208,0.94278,0.59221,0.31298,0.26037,0.99847
0.30938,-0.7751,-0.41289,0.96783,0.96607,-1.0053
-0.94771,0.48643,-0.76959,0.95958,0.1704,-0.65084
0.57155,0.27708,-0.24982,-0.49969,0.68127,0.30182
0.84513,0.18837,0.65779,0.24914,-0.062372,0.16905
-0.015374,-0.002755,0.68355,0.45648,0.090445,0.42474
0.66802,0.13571,0.33048,-0.0036594,-0.64179,-0.35282
-0.73729,-0.14699,0.92028,0.69966,0.26892,1.1554
0.51957,-0.84752,0.88624,-0.61816,0.92592,1.2654
0.85147,-0.41883,-0.7746,-0.75171,0.068028,-1.0201
0.66542,0.12267,0.29657,-0.99442,-0.040771,0.58293
-0.4812,0.26667,-0.038392,-0.69409,0.58733,1.2179
-0.57396,0.86155,-0.86696,0.068322,-0.81457,-0.93429
0.04463,0.95554,0.79554,0.021267,0.7616,2.1943
-0.20529,-0.81281,-0.0055397,-0.22957,-0.99225,-1.1042
-0.04178,0.32347,0.54261,-0.37881,0.023058,1.1351
0.98781,0.20555,-0.87928,-0.99289,0.35693,-0.55365
0.20896,-0.052364,-0.47509,0.63048,0.1315,-1.1539
0.88982,-0.28749,0.30214,0.27684,-0.043083,-0.53046
-0.019116,-0.048843,-0.73279,-0.10332,-0.35897,-1.2488
-0.12411,0.34204,0.27709,-0.51183,0.20316,0.89184
0.54531,0.91929,-0.23011,0.60677,0.82631,0.19298
0.48813,-0.82183,0.5314,0.64794,0.36504,-0.2304
-0.11419,0.59548,0.30583,0.70438,0.89347,0.90665
-0.894,0.18155,-0.23702,-0.065496,-0.80182,-0.35114
-0.82436,0.82439,-0.39996,0.9414,0.022058,-0.26877
0.59597,-0.79774,-0.31972,0.68249,-0.77974,-2.5323
0.31116,-0.41341,0.83785,-0.8429,0.090524,1.1055
-0.93533,-0.89682,-0.087466,-0.5248,0.37757,0.49455
0.11413,0.0082564,-0.11501,0.63514,-0.70517,-1.2643
0.4396,0.53675,-0.091628,-0.18834,0.55512,0.39005
-0.77918,-0.43403,0.89056,-0.067376,-0.2019,0.84679
-0.56671,-0.54928,-0.56176,0.90307,0.7966,-0.77218
0.62204,-0.33742,0.76481,0.93001,-0.38591,-0.67217
-0.72268,-0.093497,-0.96025,0.53057,-0.8779,-1.8412
0.7638,0.47477,-0.31647,0.14907,-0.56106,-1.0699
0.84711,0.019771,0.53205,0.83185,-0.83433,-1.2656
-0.97449,-0.23497,-0.31439,-0.0091352,0.90079,0.53161
-0.24568,0.81097,0.23761,-0.66798,-0.96726,0.62403
-0.66438,0.93052,-0.093958,-0.348,-0.77066,0.49039
0.080446,0.25653,-0.97967,-0.40713,-0.97518,-1.4468
-0.79668,-0.73594,0.19816,0.1166,-0.56755,-0.35825
-0.92146,0.2366,0.20314,-0.86505,-0.97714,0.69575
0.86646,-0.23396,0.29883,-0.86204,0.2849,0.67366
