-0.50029,-0.26812,0.57651,0.65749,-0.85939,0.44361
-0.2705,0.43642,0.70584,-0.012396,0.41216,-0.43002
-0.20188,-0.68115,-0.028774,0.18156,0.86341,0.34338
0.8526,-0.44246,0.74751,-0.91022,-0.7822,1.8653
-0.0090541,0.28988,-0.33231,0.12892,0.30339,-1.4742
0.21837,-0.42559,-0.58937,0.26709,-0.70788,-0.78334
-0.99038,-0.35614,-0.011286,-0.0038005,0.38793,-0.49314
0.17546,-0.68917,-0.93758,-0.88075,0.25123,-0.77227
0.55492,-0.22467,0.65515,0.030326,-0.91255,0.89134
0.31437,0.79147,-0.47149,-0.89361,0.59585,-2.6062
0.056629,0.77553,0.355,0.68726,0.97242,-1.8076
0.65155,-0.21277,0.58773,0.18935,-0.12651,0.94012
0.92487,0.35092,0.36369,0.38204,-0.3105,-0.43823
-0.37253,-0.49557,0.30152,0.29445,-0.90239,0.44077
0.59417,0.89998,-0.52532,0.24688,-0.54959,-2.8865
-0.42965,0.24936,-0.045193,0.90772,0.16203,-1.4845
-0.97021,-0.5861,0.87284,-0.64611,0.20275,1.4311
-0.8117,-0.78069,-0.51779,-0.05019,-0.49496,-0.70239
-0.34255,0.1317,-0.58177,0.68481,0.30868,-2.1855
-0.38887,-0.45133,-0.45506,-0.0060731,-0.87981,-0.98102
-0.96396,-0.85767,0.55163,0.52481,0.88101,1.4032
-0.67559,-0.6831,-0.33718,-0.64025,-0.81494,-0.35935
-0.11202,-0.90096,0.20615,0.38324,-0.33204,1.3764
0.53354,0.36177,-0.63197,0.82885,0.3021,-2.2111
0.36251,0.56351,-0.82508,-0.67469,0.0078216,-2.9863
0.42907,0.61473,-0.38217,-0.14381,0.06185,-2.2028
-0.080438,-0.46989,-0.53824,-0.9163,-0.24175,-0.57066
0.83854,0.7918,0.81837,-0.54851,0.53781,-0.27029
0.97789,0.21597,0.87377,0.3323,-0.43498,0.90323
0.8652,-0.9712,-0.93624,0.74269,0.29855,0.0075917
-0.076953,-0.31194,0.18729,-0.31054,0.84437,0.3341
0.80984,0.067329,-0.91236,-0.9455,-0.33866,-1.8407
-0.2271,0.25553,-0.15019,0.81057,0.62688,-1.5803
0.20603,-0.10653,0.043163,-0.057876,0.57527,-0.24626
0.12064,0.62221,0.68068,0.82093,-0.75136,-0.79746
0.69168,-0.71034,0.25006,-0.34404,-0.68522,1.2933
-0.43039,0.94966,-0.48959,0.38221,-0.17,-3.56
0.32664,0.66752,0.80938,-0.9651,0.37467,-0.35692
0.20452,-0.3198,0.5346,0.024694,0.31541,0.97378
0.31293,0.23248,0.12533,-0.33637,0.35995,-0.7732
-0.38013,-0.39249,0.79431,-0.32778,-0.98123,1.2981
-0.33671,-0.82156,-0.26384,0.90669,-0.74278,0.16283
-0.62361,0.043052,-0.32454,0.50101,0.52781,-1.6977
-0.79863,0.65058,0.23771,-0.33215,0.68383,-1.6109
-0.42687,0.52785,-0.82621,0.26567,0.4939,-3.1506
-0.29035,0.89528,-0.249,-0.16891,0.88905,-2.7412
0.071523,-0.33291,-0.62524,0.153,0.83943,-1.215
0.98167,-0.22052,0.62105,0.919,-0.55385,1.0297
-0.94364,-0.69917,0.4465,0.2317,0.019534,0.79407
0.41906,-0.33259,0.34935,-0.69884,0.57548,0.86336
0.81031,0.10736,0.82796,0.67654,0.044904,0.74425
0.73166,0.10059,0.64192,0.45233,0.23478,0.64142
-0.76166,-0.67916,0.097449,-0.78231,0.11648,0.41533
0.91055,-0.76582,-0.96892,-0.6773,0.46198,-0.27363
-0.1182,-0.2029,-0.81063,-0.40598,-0.8732,-1.7873
0.75152,0.66277,0.029517,-0.15284,-0.014427,-1.4513
0.7299,-0.63,0.90497,0.056829,-0.54015,2.5093
-0.2897,0.0015715,0.68612,-0.44981,-0.32522,0.1738
0.26229,-0.74737,0.87002,0.65591,0.10328,2.167
0.7291,0.72926,0.94683,0.58557,0.48737,-0.13426
-0.95802,0.53329,-0.25495,-0.4525,-0.17539,-2.5085
-0.84636,0.12871,-0.3582,0.23139,0.015237,-2.0898
-0.24657,-0.22086,0.5665,-0.7969,-0.74206,0.55193
-0.70161,-0.019725,-0.57556,0.33993,-0.57033,-1.987
-0.93181,0.77381,0.9183,-0.30521,-0.41434,-1.1891
0.5645,0.8101,0.86047,0.33899,-0.10007,-0.38349
-0.34551,-0.0032221,-0.26854,-0.4094,-0.51944,-1.254
0.63495,0.058454,-0.31018,0.36086,-0.47347,-0.98457
-0.65276,0.8194,0.38536,-0.21245,0.78317,-1.8161
0.35224,0.1572,0.43321,-0.21636,0.17228,-0.10652
0.7512,0.55157,0.60069,-0.58607,0.87735,-0.31115
0.51431,0.32279,0.18734,0.44904,0.23616,-0.704
-0.54075,-0.060686,-0.80565,0.63861,-0.49856,-2.2404
-0.28211,-0.56046,0.11902,0.85294,-0.79493,0.33857
-0.27367,0.20518,-0.91382,0.02824,0.092728,-2.7374
-0.46511,-0.63148,0.51526,-0.61371,-0.11471,1.364
-0.32539,-0.60498,0.3193,0.2058,0.38301,0.85362
-0.82608,0.72398,0.19892,-0.60364,0.51888,-2.0552
-0.096881,-0.7487,-0.54601,-0.17921,-0.20116,-0.21722
-0.090672,0.29116,0.42743,0.70615,0.13483,-0.67938
-0.94193,-0.12536,0.449,-0.14184,-0.58883,-0.14024
0.2742,0.22521,-0.31156,0.85132,0.88706,-1.3437
-0.88108,0.47496,-0.9345,-0.25384,0.025613,-3.4595
-0.66161,-0.39344,0.68723,0.39649,-0.44751,0.81366
0.36936,-0.91406,0.5406,0.17725,-0.54172,1.9495
0.10913,0.67102,0.019293,-0.79827,0.90586,-1.7292
-0.98793,-0.26138,0.41393,-0.17521,0.37884,0.083843
-0.42383,0.32268,0.58235,0.84942,0.41575,-0.59646
-0.24678,0.79144,-0.33866,-0.8889,0.31384,-2.5799
-0.70701,-0.4518,0.82735,-0.2319,0.55793,1.3316
-0.85093,0.9958,0.15341,-0.51872,0.16094,-2.7961
-0.078514,0.66871,-0.42418,-0.54438,0.0064603,-2.5452
-0.25921,0.58269,-0.46627,-0.28576,0.75746,-2.5188
0.64912,0.31323,0.78036,0.84821,-0.2141,0.45757
0.075071,0.087346,-0.2678,0.0049967,-0.51473,-1.2741
0.63503,-0.22664,-0.69997,0.60648,-0.43675,-1.1627
-0.079238,0.64446,0.89266,-0.29946,0.80954,-0.4742
-0.97193,0.19067,0.30167,-0.082635,0.40535,-1.0387
-0.99003,0.56328,0.96443,0.90219,0.70611,-0.83158
-0.66755,0.97535,-0.61233,-0.73403,-0.24263,-3.8242
