3.3097,-3.0692,0
1.668,-0.54237,0
1.675,-3.1488,1
1.7798,-1.3851,1
1.7115,-4.0651,1
2.9956,-2.4443,0
2.9739,-3.3171,0
1.7206,-4.2307,1
1.1382,-1.4578,1
2.5448,-2.378,0
1.57,-1.0356,0
1.3986,0.043793,1
1.5593,-1.1709,0
1.8213,-4.0083,1
1.3021,-1.4394,1
1.9583,-2.1777,1
1.8869,-2.3655,0
2.1391,-4.6839,1
1.3902,-0.10859,1
0.096888,-0.64586,0
2.4152,-3.2188,1
1.1192,-0.79905,1
0.57566,-1.1171,1
2.5967,-2.1233,0
0.96597,-0.50728,0
0.52608,-2.1078,1
1.0762,-3.5598,1
2.343,-3.4875,1
1.94,-1.1932,1
1.1511,-0.9292,0
2.926,-5.057,1
1.5285,-1.0831,1
1.1855,-2.4208,1
3.372,-3.1802,0
1.2805,-0.54972,0
2.0414,-2.5203,0
2.3677,-1.7189,0
1.5449,-2.1238,1
0.86855,-0.96016,1
1.4133,-0.96659,0
0.66135,-0.13033,1
1.2602,-1.4237,1
2.6483,-0.82649,1
1.7397,-0.99294,0
3.0331,-3.8836,0
0.32662,0.81512,0
2.2626,-1.1895,0
1.9313,-5.0323,1
1.248,-3.2938,1
0.92357,-0.86908,1
2.3184,-2.8057,0
2.5316,-3.6821,0
2.7359,-3.5206,0
1.0196,-3.1119,1
1.7706,-0.49513,0
2.2352,-1.9166,0
2.0169,-1.26,0
1.7527,-2.0811,0
1.5164,-1.8971,0
0.25505,-1.8477,1
1.9093,-4.1395,1
2.1651,-0.34431,0
1.175,2.6897,1
3.268,-3.3927,0
1.7336,0.3135,0
1.486,-2.7578,1
2.7601,-2.4473,0
1.0104,-2.1406,1
2.6872,-2.707,0
1.0965,0.011979,0
2.3025,0.36807,1
1.4667,-1.7811,0
0.92518,2.1817,1
1.5575,0.1458,0
1.2477,-4.0456,1
2.1263,-1.562,0
3.3378,-2.4736,1
0.76196,-1.931,1
1.9749,-1.5371,1
2.4921,-2.2314,0
2.321,-0.78918,0
