-2.0977,-2.4213,1
-0.50114,-2.7861,1
-2.7809,-0.84162,0
-2.2335,0.37264,0
-3.0189,-0.30881,0
-0.8798,-1.7688,1
-1.7324,-2.0295,1
-2.3535,-2.5548,1
-2.4222,-0.059496,0
0.21523,0.58412,0
-0.31842,1.0796,0
-3.5285,1.2247,0
0.064854,-1.9948,1
-0.059102,-1.691,1
-1.1691,-1.9971,1
-5.8705,-1.5814,0
-0.60659,-1.8962,1
-0.62736,-1.8807,1
-1.9126,-1.8525,1
-2.9306,-1.0175,0
-2.8394,-2.7159,1
-2.5553,-3.1727,0
-3.9328,-0.61017,0
-1.4832,2.7922,0
-2.0838,-2.8019,1
-0.883,2.6141,0
-0.75303,-1.6668,1
-0.54807,-0.044148,0
0.20776,-1.1841,1
-0.20696,-1.3197,1
-2.0574,-2.8244,1
-2.1723,0.049927,0
-1.9728,1.1947,0
0.99964,-1.0294,1
-3.9172,-0.80094,0
-2.1251,0.78325,0
-0.39333,-1.4242,1
-2.6752,2.4668,0
-1.5488,-0.13281,0
-0.61816,0.71762,0
-0.90009,-0.76399,0
-2.7917,1.5906,0
0.85918,-0.98341,1
-0.094027,-1.2555,1
-3.805,0.5119,0
-1.5704,3.6955,0
-4.3628,-2.6066,0
-1.6527,-2.6095,1
-0.92274,-2.312,1
-0.1589,-1.1398,1
-1.7223,0.96821,0
-2.8891,4.3006,0
0.78783,-0.95918,1
-0.84459,-2.202,1
-1.5283,-0.72387,0
-2.183,-2.9986,1
-1.7401,-2.163,1
-0.98582,-2.1043,1
-1.8393,-0.47136,0
-2.1814,2.1934,0
-0.52694,-1.3574,1
-0.99394,-2.1709,1
-0.054887,-1.2926,1
-1.3161,-3.1648,1
-2.0387,-2.5637,1
0.12239,-1.2557,1
1.3108,3.1475,0
0.020457,-1.569,1
-2.8958,-3.6791,1
0.35432,2.8169,0
-0.10984,1.6025,0
-0.78232,-2.1131,1
-3.3006,0.74173,0
-0.43181,-1.4787,1
-0.41687,2.6951,0
-0.8634,2.405,0
-3.7155,0.63523,0
-0.90049,-1.6828,1
0.2236,-1.2915,1
-2.089,-2.3412,1
-2.7415,-1.6202,0
-1.2787,1.8491,0
-1.1478,0.23581,0
-1.4678,0.6633,0
-0.41487,-1.1366,1
-2.1795,-3.0484,1
-0.95196,-1.7987,1
-1.2395,-2.1355,1
0.76308,-1.0787,1
-0.0060169,-1.1086,1
-0.6325,-1.473,1
-0.30511,-1.2638,1
-0.68032,-1.9127,1
-1.8502,-2.8274,1
-1.9096,-2.4573,1
-1.4561,-2.4866,1
