-1,-2.2945
-0.9798,-2.6029
-0.9596,-2.2601
-0.93939,-2.5341
-0.91919,-2.033
-0.89899,-2.1775
-0.87879,-1.9358
-0.85859,-2.0989
-0.83838,-1.8759
-0.81818,-1.6793
-0.79798,-2.1875
-0.77778,-2.1059
-0.75758,-2.0387
-0.73737,-1.4756
-0.71717,-1.4981
-0.69697,-1.6452
-0.67677,-1.1719
-0.65657,-1.3665
-0.63636,-1.6292
-0.61616,-1.4622
-0.59596,-1.4703
-0.57576,-0.97101
-0.55556,-1.2021
-0.53535,-1.2486
-0.51515,-1.0765
-0.49495,-1.0645
-0.47475,-0.68723
-0.45455,-0.69707
-0.43434,-0.6693
-0.41414,-0.58746
-0.39394,-0.59677
-0.37374,-0.72213
-0.35354,-0.38213
-0.33333,-0.57703
-0.31313,-0.56346
-0.29293,-0.5033
-0.27273,-0.078342
-0.25253,0.0031379
-0.23232,-0.44993
-0.21212,-0.087388
-0.19192,0.048185
-0.17172,-0.052898
-0.15152,0.26477
-0.13131,0.23038
-0.11111,0.21461
-0.090909,0.19934
-0.070707,0.49134
-0.050505,0.58421
-0.030303,0.57356
-0.010101,0.5012
0.010101,0.77939
0.030303,0.49729
0.050505,0.75496
0.070707,1.0502
0.090909,0.81348
0.11111,0.75142
0.13131,1.3345
0.15152,0.98448
0.17172,1.1741
0.19192,1.0013
0.21212,1.2664
0.23232,1.3606
0.25253,1.3345
0.27273,1.4554
0.29293,1.6806
0.31313,1.2522
0.33333,1.6145
0.35354,1.2633
0.37374,1.7025
0.39394,2.1196
0.41414,1.9947
0.43434,1.8776
0.45455,1.876
0.47475,2.0991
0.49495,2.2587
0.51515,2.1239
0.53535,2.4845
0.55556,2.0894
0.57576,1.9284
0.59596,2.2232
0.61616,2.3867
0.63636,2.4148
0.65657,2.3864
0.67677,2.8565
0.69697,2.3634
0.71717,2.6347
0.73737,2.6058
0.75758,2.7592
0.77778,2.7838
0.79798,3.0589
0.81818,2.8347
0.83838,2.9366
0.85859,3.17
0.87879,3.4148
0.89899,2.9245
0.91919,3.6701
0.93939,3.2286
0.9596,3.5753
0.9798,3.7112
1,3.8231
