-1,1.9947
-0.9798,1.6083
-0.9596,1.4555
-0.93939,1.1924
-0.91919,1.6889
-0.89899,1.4927
-0.87879,1.1621
-0.85859,1.3297
-0.83838,0.92732
-0.81818,1.4402
-0.79798,1.255
-0.77778,1.6571
-0.75758,0.89009
-0.73737,1.4201
-0.71717,1.1806
-0.69697,1.1278
-0.67677,1.2444
-0.65657,1.3227
-0.63636,0.73266
-0.61616,1.2773
-0.59596,0.62288
-0.57576,0.61805
-0.55556,0.67799
-0.53535,0.98353
-0.51515,0.5052
-0.49495,0.80968
-0.47475,0.79054
-0.45455,0.68975
-0.43434,0.74942
-0.41414,0.29035
-0.39394,0.78394
-0.37374,0.52803
-0.35354,0.64038
-0.33333,0.18469
-0.31313,0.39918
-0.29293,0.56248
-0.27273,0.55782
-0.25253,0.25207
-0.23232,-0.21717
-0.21212,-0.070655
-0.19192,0.21207
-0.17172,0.31444
-0.15152,0.19577
-0.13131,-0.10444
-0.11111,0.5541
-0.090909,-0.01336
-0.070707,0.14204
-0.050505,-0.20824
-0.030303,-0.41666
-0.010101,-0.015762
0.010101,0.032197
0.030303,0.1855
0.050505,-0.42563
0.070707,-0.73149
0.090909,0.021683
0.11111,-0.34615
0.13131,-0.72327
0.15152,-0.62276
0.17172,-0.72158
0.19192,-0.27932
0.21212,-0.45596
0.23232,-0.57908
0.25253,-0.61759
0.27273,-0.91443
0.29293,-0.51002
0.31313,-0.70563
0.33333,-0.89169
0.35354,-0.91102
0.37374,-0.92874
0.39394,-1.1581
0.41414,-0.79911
0.43434,-0.67841
0.45455,-0.45267
0.47475,-0.97086
0.49495,-1.3322
0.51515,-1.1206
0.53535,-1.4531
0.55556,-1.395
0.57576,-1.4441
0.59596,-1.5246
0.61616,-1.2672
0.63636,-1.6692
0.65657,-1.2726
0.67677,-1.2794
0.69697,-1.2583
0.71717,-1.5541
0.73737,-1.4362
0.75758,-1.1855
0.77778,-1.6501
0.79798,-1.7443
0.81818,-1.3068
0.83838,-2.3885
0.85859,-1.9261
0.87879,-1.2603
0.89899,-2.0057
0.91919,-2.0653
0.93939,-2.2656
0.9596,-1.8113
0.9798,-2.5569
1,-2.2754
