-1,0.036738
-0.9798,0.11486
-0.9596,0.19149
-0.93939,0.26564
-0.91919,0.33635
-0.89899,0.4027
-0.87879,0.46382
-0.85859,0.51894
-0.83838,0.56733
-0.81818,0.60836
-0.79798,0.64151
-0.77778,0.66635
-0.75758,0.68255
-0.73737,0.6899
-0.71717,0.68831
-0.69697,0.67779
-0.67677,0.65849
-0.65657,0.63066
-0.63636,0.59465
-0.61616,0.55094
-0.59596,0.50008
-0.57576,0.44274
-0.55556,0.37966
-0.53535,0.31166
-0.51515,0.23962
-0.49495,0.16448
-0.47475,0.087204
-0.45455,0.0087969
-0.43434,-0.069724
-0.41414,-0.14734
-0.39394,-0.22305
-0.37374,-0.29586
-0.35354,-0.36485
-0.33333,-0.4291
-0.31313,-0.48779
-0.29293,-0.54016
-0.27273,-0.58552
-0.25253,-0.6233
-0.23232,-0.653
-0.21212,-0.67423
-0.19192,-0.68672
-0.17172,-0.69032
-0.15152,-0.68496
-0.13131,-0.67073
-0.11111,-0.6478
-0.090909,-0.61648
-0.070707,-0.57717
-0.050505,-0.53037
-0.030303,-0.4767
-0.010101,-0.41685
0.010101,-0.3516
0.030303,-0.28179
0.050505,-0.20833
0.070707,-0.13217
0.090909,-0.054294
0.11111,0.024285
0.13131,0.10255
0.15152,0.17948
0.17172,0.25409
0.19192,0.32541
0.21212,0.3925
0.23232,0.45451
0.25253,0.51063
0.27273,0.56013
0.29293,0.60237
0.31313,0.6368
0.33333,0.66298
0.35354,0.68056
0.37374,0.68933
0.39394,0.68915
0.41414,0.68005
0.43434,0.66213
0.45455,0.63563
0.47475,0.60089
0.49495,0.55836
0.51515,0.50859
0.53535,0.45223
0.55556,0.39001
0.57576,0.32273
0.59596,0.25128
0.61616,0.17656
0.63636,0.099555
0.65657,0.021259
0.67677,-0.057311
0.69697,-0.13514
0.71717,-0.21122
0.73737,-0.28455
0.75758,-0.3542
0.77778,-0.41926
0.79798,-0.47889
0.81818,-0.53231
0.83838,-0.57882
0.85859,-0.61784
0.87879,-0.64884
0.89899,-0.67144
0.91919,-0.68534
0.93939,-0.69035
0.9596,-0.68641
0.9798,-0.67357
1,-0.65201
