-1,2.8118
-0.9798,1.787
-0.9596,0.69072
-0.93939,-0.44769
-0.91919,-1.598
-0.89899,-2.7299
-0.87879,-3.8132
-0.85859,-4.8195
-0.83838,-5.722
-0.81818,-6.4968
-0.79798,-7.1231
-0.77778,-7.5842
-0.75758,-7.8672
-0.73737,-7.9642
-0.71717,-7.8717
-0.69697,-7.5913
-0.67677,-7.1292
-0.65657,-6.4963
-0.63636,-5.708
-0.61616,-4.7833
-0.59596,-3.7451
-0.57576,-2.6191
-0.55556,-1.433
-0.53535,-0.21645
-0.51515,1.0004
-0.49495,2.1873
-0.47475,3.3145
-0.45455,4.3541
-0.43434,5.2801
-0.41414,6.0695
-0.39394,6.7026
-0.37374,7.1636
-0.35354,7.4413
-0.33333,7.5289
-0.31313,7.4243
-0.29293,7.1305
-0.27273,6.655
-0.25253,6.01
-0.23232,5.2121
-0.21212,4.2814
-0.19192,3.2418
-0.17172,2.1195
-0.15152,0.94309
-0.13131,-0.25763
-0.11111,-1.4522
-0.090909,-2.6104
-0.070707,-3.7028
-0.050505,-4.7018
-0.030303,-5.582
-0.010101,-6.3211
0.010101,-6.9004
0.030303,-7.3052
0.050505,-7.5252
0.070707,-7.5548
0.090909,-7.3932
0.11111,-7.0444
0.13131,-6.5172
0.15152,-5.8248
0.17172,-4.9846
0.19192,-4.0179
0.21212,-2.9489
0.23232,-1.8046
0.25253,-0.61379
0.27273,0.59358
0.29293,1.7871
0.31313,2.9368
0.33333,4.0138
0.35354,4.9911
0.37374,5.8441
0.39394,6.5516
0.41414,7.0959
0.43434,7.4637
0.45455,7.6458
0.47475,7.6381
0.49495,7.4411
0.51515,7.0602
0.53535,6.5055
0.55556,5.7916
0.57576,4.9368
0.59596,3.9635
0.61616,2.8968
0.63636,1.7642
0.65657,0.59513
0.67677,-0.58024
0.69697,-1.7315
0.71717,-2.8286
0.73737,-3.8432
0.75758,-4.7486
0.77778,-5.5211
0.79798,-6.1402
0.81818,-6.5892
0.83838,-6.8558
0.85859,-6.9321
0.87879,-6.8149
0.89899,-6.5062
0.91919,-6.0123
0.93939,-5.3445
0.9596,-4.5184
0.9798,-3.5532
1,-2.4721
