-1,0.13783
-0.9798,-0.2109
-0.9596,-0.55855
-0.93939,-0.90336
-0.91919,-1.2436
-0.89899,-1.5775
-0.87879,-1.9034
-0.85859,-2.2196
-0.83838,-2.5246
-0.81818,-2.8167
-0.79798,-3.0945
-0.77778,-3.3566
-0.75758,-3.6017
-0.73737,-3.8284
-0.71717,-4.0357
-0.69697,-4.2225
-0.67677,-4.3879
-0.65657,-4.5309
-0.63636,-4.651
-0.61616,-4.7474
-0.59596,-4.8197
-0.57576,-4.8675
-0.55556,-4.8906
-0.53535,-4.8889
-0.51515,-4.8623
-0.49495,-4.811
-0.47475,-4.7353
-0.45455,-4.6355
-0.43434,-4.5122
-0.41414,-4.3659
-0.39394,-4.1975
-0.37374,-4.0077
-0.35354,-3.7976
-0.33333,-3.5682
-0.31313,-3.3207
-0.29293,-3.0563
-0.27273,-2.7764
-0.25253,-2.4824
-0.23232,-2.1757
-0.21212,-1.858
-0.19192,-1.5309
-0.17172,-1.196
-0.15152,-0.85503
-0.13131,-0.50971
-0.11111,-0.1618
-0.090909,0.18693
-0.070707,0.53471
-0.050505,0.87978
-0.030303,1.2204
-0.010101,1.5548
0.010101,1.8813
0.030303,2.1982
0.050505,2.504
0.070707,2.797
0.090909,3.0759
0.11111,3.3391
0.13131,3.5854
0.15152,3.8134
0.17172,4.0221
0.19192,4.2103
0.21212,4.3772
0.23232,4.5218
0.25253,4.6435
0.27273,4.7415
0.29293,4.8155
0.31313,4.865
0.33333,4.8898
0.35354,4.8898
0.37374,4.8649
0.39394,4.8153
0.41414,4.7412
0.43434,4.6431
0.45455,4.5214
0.47475,4.3767
0.49495,4.2098
0.51515,4.0214
0.53535,3.8127
0.55556,3.5846
0.57576,3.3383
0.59596,3.075
0.61616,2.7961
0.63636,2.503
0.65657,2.1972
0.67677,1.8802
0.69697,1.5537
0.71717,1.2193
0.73737,0.87864
0.75758,0.53356
0.77778,0.18577
0.79798,-0.16296
0.81818,-0.51086
0.83838,-0.85617
0.85859,-1.1971
0.87879,-1.532
0.89899,-1.8591
0.91919,-2.1768
0.93939,-2.4834
0.9596,-2.7773
0.9798,-3.0572
1,-3.3215
