-2.6566,1.808,1
1.4036,0.88111,0
0.62674,0.080611,0
-0.78194,-0.46875,0
1.2239,2.6008,0
-1.8874,-0.96427,1
-2.2856,1.8522,1
-1.6533,-1.0949,0
-2.8296,1.4014,1
0.63872,-0.099973,0
-1.6106,1.7414,1
1.1799,0.97731,0
-2.2839,2.5425,1
-2.8952,4.106,1
-0.85747,1.4811,1
-0.88723,0.3811,1
-0.0043053,1.4043,0
-3.4749,4.1885,1
-2.9031,0.2849,1
0.79226,1.0508,0
-2.0619,2.3428,1
1.6021,2.9899,0
0.41409,0.49768,0
-2.6608,1.0758,1
-2.0301,-0.14298,1
-0.5167,0.46374,0
0.28334,1.3894,0
-3.3626,1.9844,1
-0.11075,-0.11569,0
-2.4605,3.8283,1
-2.1787,2.2045,1
1.3534,2.1335,0
1.12,0.21934,0
-3.9306,4.0299,1
0.15651,1.1527,0
-2.2405,2.9109,1
-1.9704,2.9734,1
-0.98684,0.8497,1
-0.64014,-0.5292,0
0.44724,-0.27411,0
-0.22216,0.50622,0
-2.7227,0.21621,1
-0.62437,-1.0456,0
-0.58644,0.042433,0
-2.7646,2.8644,1
2.0299,4.9642,0
-0.29225,0.82796,0
-1.9995,0.18384,1
0.088473,1.0147,0
0.23834,-0.1059,0
-1.2135,0.24744,0
-1.8021,0.73968,1
-0.87954,-0.80633,0
-1.7907,-0.15519,1
-3.6225,3.9404,1
-1.2811,-1.0409,1
-1.2096,-0.50162,1
0.20658,1.1703,0
-0.27976,-1.5587,1
-0.42309,-1.3254,0
1.5204,0.65712,0
-0.17335,-0.15015,0
-3.0624,3.5864,1
-0.24164,-1.298,0
-2.0257,1.8849,1
-0.35711,1.0544,0
1.3202,1.9815,0
-3.1278,1.6212,1
-0.33188,0.42743,0
-1.6999,-0.26275,1
-0.31014,-0.29092,0
-0.8788,-0.014342,0
-0.27167,-0.31806,0
-1.8694,3.0614,1
-1.0647,-0.86206,1
-1.7884,0.28594,1
0.94301,-1.2285,0
-1.1001,0.90261,1
-2.2106,-0.31818,0
-1.9989,-1.373,0
-1.0126,2.518,1
-0.076635,-0.55317,0
0.077684,-0.83206,0
-1.2124,1.1924,1
-0.50681,-1.9581,0
-2.4028,-2.0531,0
-3.1597,0.98385,1
-2.0195,0.61182,1
-2.1331,0.88678,1
0.14024,-0.081471,0
0.64925,1.4741,0
0.30312,1.4808,0
-1.1847,2.2276,1
0.65928,0.20083,0
-0.042038,1.1517,0
-2.9524,0.056682,1
-1.3328,-0.40789,0
-0.58397,-0.29864,0
0.49472,1.3485,0
0.88458,1.3356,0
-2.9465,-2.4144,0
1.3454,2.2529,0
-0.31036,0.94345,0
-0.68308,2.2925,1
-0.11362,-0.73111,0
-1.0183,-2.3535,0
-2.9441,-0.25789,1
-1.8413,-0.22779,1
-0.58721,-1.6085,1
-2.9663,1.6642,1
0.16506,2.088,0
-1.5494,0.77,0
-2.806,3.745,1
-2.7405,3.4349,1
-1.6582,-1.3358,0
-1.6037,0.68948,1
1.4697,2.194,0
-0.0027268,-0.95257,1
-1.2278,0.69062,1
-2.9233,4.2518,1
-1.6548,2.3039,1
-1.2935,-0.02293,0
0.050446,-0.72086,0
0.10477,1.0979,0
-1.0249,2.3344,1
-0.10949,0.89821,0
-0.36042,0.26243,0
0.21288,0.49555,0
0.21725,1.1577,0
-0.27763,-0.4865,0
-1.2603,-1.1772,0
-3.2179,4.4755,1
-1.5891,-0.20651,0
0.98674,1.2032,0
-3.066,3.8763,1
-0.90103,1.2597,1
-1.7208,0.88206,1
-0.50176,-0.029146,0
0.074397,1.3194,0
0.18505,1.0336,0
-0.48425,-1.1694,0
-0.71126,1.4908,0
-0.040574,0.35398,0
-2.941,3.0995,1
-3.1111,3.4638,1
-1.9818,0.41879,1
-1.126,2.0483,1
0.93179,0.73411,0
-2.9552,2.0278,1
-1.0756,0.46179,1
0.12915,0.89293,0
-0.76077,-1.9913,0
-2.0015,-2.5396,0
-3.1037,0.63691,1
-2.6742,2.4935,1
0.53822,1.9096,0
-1.7869,2.1203,1
-1.6028,-1.7777,0
-2.7361,2.5071,1
-2.2257,0.97528,1
-1.133,1.5652,1
1.7116,3.0516,0
-0.99318,-0.31191,0
-0.067166,0.2473,0
-0.15167,0.91526,0
-0.30789,-0.25182,0
-2.2352,1.0315,1
-1.9646,1.3991,1
-0.0084466,-0.69636,1
-1.8432,0.97684,1
-2.3502,1.1894,1
0.50448,2.4887,0
-2.6084,1.2652,1
0.68349,1.8202,0
-1.3445,0.030519,1
-3.0011,3.0788,1
-0.27105,0.23817,0
-1.7049,0.41396,1
-1.8106,-0.50026,0
-2.126,2.2929,1
-1.4821,2.7208,1
2.8991,5.3148,0
-1.6749,2.0625,1
-3.645,3.5869,1
-1.5605,1.4968,1
0.061136,0.18844,0
-1.5822,1.598,1
-0.2653,1.049,0
-2.6617,3.0477,1
-1.6024,0.88697,1
1.3904,1.2461,0
-2.1229,3.4766,1
-1.2099,-0.044508,0
-0.37368,-0.03228,0
2.6825,5.3567,0
-0.74348,1.0019,0
-1.2674,1.8113,1
-3.7498,2.8325,1
-3.8168,3.572,1
0.47825,1.1593,0
-0.96699,-0.2986,0
-1.2251,4.2759,1
-2.6289,2.8096,1
-2.0826,0.57934,1
-3.1596,5.0222,1
0.089636,1.5188,0
1.6652,1.5574,0
-2.7816,3.3965,1
-0.84393,0.75123,0
-0.21442,0.57697,0
-2.5146,1.4994,1
-1.7362,1.9979,1
1.9761,2.8081,0
-2.6375,3.4035,1
-0.10166,-0.44003,0
-1.2151,1.2916,1
-3.0686,2.4817,1
1.6628,2.3177,0
0.71228,0.59957,0
-0.17078,0.58894,0
-1.5659,-0.90801,0
-2.9437,2.9882,1
-1.8165,2.9658,1
-2.0071,1.3449,1
-2.0609,0.62572,1
0.42548,1.722,0
-2.7369,3.4358,1
-2.0645,3.7886,1
-1.5076,2.2086,1
-1.5461,1.0166,1
1.4108,2.3578,0
-2.6422,3.812,1
-3.5286,2.6008,1
1.8521,2.6142,0
1.6379,1.648,0
-1.573,-0.39872,1
-1.3298,0.5899,1
-2.5895,4.4813,1
-0.80668,-0.48762,1
0.60217,2.0995,0
-0.95603,-0.40365,1
-2.4295,2.7129,1
0.12236,0.47103,0
-2.4836,-1.6955,0
-1.8259,0.70598,1
-2.0086,1.3959,1
-0.4724,-0.78754,0
-0.88867,-0.791,1
-2.0756,1.0765,1
-0.7756,0.29382,0
-3.2408,1.6793,1
-0.80671,-0.38184,0
-1.7172,-0.74065,0
-3.0753,0.4974,1
-1.0744,-0.74436,1
1.0135,2.0906,0
1.7831,3.0864,0
-1.6471,3.4106,1
-4.2824,2.8737,1
-1.4251,0.73968,1
-2.0791,-1.1828,0
-1.2629,1.0328,1
0.23057,0.98013,0
-1.3638,-1.2623,1
-0.35967,0.33841,0
0.63604,0.042754,0
-0.85942,0.48833,1
-2.6614,2.9866,1
0.4529,1.1522,0
-1.2288,2.7505,1
-2.5385,2.7779,1
-1.9794,2.1922,1
-0.68636,2.5153,0
-3.9471,4.3591,1
-3.1801,2.2768,1
-1.6398,1.0892,1
-2.357,3.4311,1
-1.3189,2.4437,1
-3.8471,3.8703,1
-1.1175,1.264,1
-1.6407,1.097,1
-1.5278,0.57852,1
-3.0978,1.8254,1
-1.3124,2.0403,1
-0.45128,0.79799,0
-2.0285,-1.2068,1
-3.2742,1.7643,1
-1.7099,-0.056923,1
-0.32368,1.6187,1
-1.3179,-1.4093,0
-0.893,-0.51319,0
-1.6534,-2.0542,0
2.0624,3.2093,0
-1.3717,3.0317,1
-1.8237,0.56372,1
-0.45275,-0.81969,1
-1.6999,0.82818,1
2.041,1.6013,0
0.14534,1.6741,0
-0.81321,-2.0427,0
-1.2739,2.2989,1
-2.715,3.9708,1
1.6109,3.543,0
-2.7503,2.754,1
-0.77111,-0.83921,0
0.32237,0.32799,0
-2.741,0.27682,1
1.3388,1.5565,0
-0.33755,1.4637,1
-1.2244,1.4326,1
0.83363,2.3765,0
-1.1281,-1.3287,0
1.8394,3.632,0
-2.7234,4.0575,1
-0.24861,0.66427,0
-1.7216,-0.86243,1
0.44485,1.4982,0
-2.7741,0.30207,1
0.037685,0.099787,0
0.051004,-0.57057,0
-3.7653,3.5557,1
-0.91567,1.6778,1
-1.9048,0.69766,1
-2.9561,3.8173,1
-3.2887,3.5694,1
-1.4074,-0.47929,0
-2.1809,1.3777,1
1.9393,0.76155,0
-3.0232,1.7856,1
-0.66582,-0.15381,0
-0.87708,0.86009,1
0.19688,-0.28895,0
-2.4996,1.334,1
-1.3887,-0.88363,0
0.56354,0.67702,0
-1.3654,-0.7572,1
-2.8864,0.46594,1
-0.89159,-1.7606,0
-2.7294,2.6577,1
-1.314,0.54501,1
-0.089352,0.80221,0
